Title,Rating,Votes,Time,Genre,Stars
Bride from Vietnam,7.4,14,65 min,"Drama, Romance","Hee-chul Kim, Young-Ah Lee, Chang-ui Song, Yeo-woon Han"
8 Love Stories,-,-,-,"Drama, Romance",-
"Sweet, Savage Family",6.9,13,-,"Comedy, Drama","Min-ah Bang, Min-cheol Choi, Jun-ho Jeong, Su-Won Ji"
It's My Life,7,6,-,Drama,"Seo Hyo-Rim, Ye-Sol Jin, Tae-Sung Kang, Yun-jae Park"
Golden Fish,-,-,-,"Drama, Romance",-
Kang Koo's Story,7.7,19,127 min,Romance,"Lee Dong-Wook, Joo-mi Park"
Flowers for My Life,8,26,-,Romance,"Kang Hye-jeong, Tae-Hyun Cha, Ji-hoon Kim, Gong Hyun Joo"
Korean Peninsula,7,29,60 min,Drama,"Jung-min Hwang, Seong-mo Jeong, Jeong-eun Kim, Hee-Sung Kwak"
Empress Myeongseong,8.4,12,-,"Drama, History","Dong-Geun Yoo, Jin-woo Lee, Jae-ho Song, Mi-yeon Lee"
Omniscient Interfering View,-,-,85 min,"Comedy, Family, Reality-TV",-
"I Hate You, Juliet!",6.4,41,-,"Romance, Sci-Fi","Woong Choi, Hye-Seong Jung, Hong-ki Lee"
Super TV,8.6,45,63 min,Reality-TV,"Jong-woon Kim, Dong-hae Lee, Leeteuk, Dong-hee Shin"
Shin Don,6.8,6,55 min,"Drama, History","Seo Ji-hye, Chang-min Son"
Bolts & Blip,7.3,64,-,"Animation, Family, Sci-Fi","Patrick Garrow, Richard Fitzpatrick, Colin Fox, Stacey DePass"
Sweet Secrets,7.2,15,-,Romance,"Jung Dong-hwan, Jin Heo, In-young Hwang, Kim Hye-Ok"
General hospital 2,7,13,65 min,Drama,"Tae-Hyun Cha, Do Ji-Won, Jeong-eun Kim, Jin Ryu"
History of the Salaryman,7.7,72,-,Drama,"Beom-su Lee, Ryeowon Jung, Gyu-Woon Jung, Soo-Hyun Hong"
My Heart Twinkle Twinkle,6.3,16,-,"Drama, Romance","Lee Deok-hwa, Shin-yeong Jang, Tae-im Lee, Bo-ra Nam"
Trot Lovers,6.4,134,-,"Comedy, Music, Romance","Eun-ji Jung, Hyun-Woo Ji, Seong-rok Sin, Se-yeong Lee"
Bicheonmu,7.3,29,50 min,Drama,"Jiang Hong, Daliang Huang, Ning Ji, Ju Jin-Mo"
Problematic Men,-,-,75 min,"Game-Show, Talk-Show",-
Green Mothers Club,-,-,60 min,Drama,-
GOT7's Hard Carry,8.3,21,46 min,Reality-TV,"Jinyoung Park, Jackson Wang, Mark Tuan, Youngjae"
Dalkomhan seupai,7.4,57,60 min,"Action, Comedy, Crime","Sang-mi Nam, Ju-hyeon Lee, Seon Yu, Dennis Oh"
Passionate Love,7.4,19,-,Romance,"Hye-in Lee, Won-geun Lee, Seohyun, Ui-joo Yeo"
Love Returns,7.7,11,-,Drama,"Seo-Yool Eun, Hye-Rin Han, Han-joon Kim, Pub-lae Kim"
Thumping Spike,6.6,70,-,Sport,"Kang Hui, Lee Tae-Hwan, Seung-eon Hwang, Jae-rim Song"
Gracious Revenge,8,13,-,-,"Myeong-Gil Choi, Ye-ryeon Cha, Hyo-jeong Ban, Lee Hoon"
The Unit: Idol Rebooting Project,7.5,14,-,"Music, Reality-TV","Chi-Yeul Hwang, Hyuna, Rain, Jung San"
City Hall,7.7,177,62 min,"Comedy, Drama, Romance","Yun Se-ah, Seung-Won Cha, Sang-mi Choo, Kim Seon-a"
Women of the Sun,7.8,11,-,Romance,"Jung Ae-ri, Shim Eun-kyung, Jae-Suk Han, Lee Hana"
Romance,7,36,60 min,"Comedy, Drama, Romance","Ha-neul Kim, Jae-won Kim, Kim Yu-Mi, Seong-hwan Jeong"
Glass Mask,7.6,23,-,"Drama, Romance","Park Jin-Woo, Woo Seo, Ji-Hoon Lee, Park Jin-Woo"
Doll House,-,-,-,Horror,-
G-Fighters,-,-,-,Comedy,-
April Kiss,-,-,-,Drama,-
DoongDoong,6.8,6,1 min,Animation,"Seunghee Nam, Sunyoung Park"
Immutable Law of First Love,5.6,17,13 min,Drama,"Jeong-hoon Kim, Ji-eun Song"
Jeogdoui Namja,8,22,60 min,"Drama, Thriller","Lee Bo-young, Tae-woong Eom, Lee Joon-hyuk, Yeong-cheol Kim"
Heroes,8.5,24,-,-,"Yoo In-Na, Lee Jin, Narsha, No Sa-Yeon"
Bravo My Life,6.9,10,-,Drama,"Yu-mi Jeong, Kang Ji-Sub, Do Ji-Won, Jeong-hun Yeon"
The Forks with Spiky Hands,6.2,8,2 min,"Animation, Comedy, Fantasy","Su Ling Chan, Anita Woo, Brian Zimmerman"
Paradise Ranch,5.9,50,-,"Drama, Romance","Chang-min Shim, Yeon-hee Lee, Sang-uk Joo, Ha-na Yoo"
Family's Honor,8.5,23,60 min,"Family, Romance","Seong-min Kim, Yeong-suk Kim, Shi-hoo Park, Goo Shin"
Sign,7.8,54,60 min,"Crime, Mystery, Thriller","Kwang-ryul Jun, Shin-yang Park, Kim Ah-jung, Seung Hyun Baek"
What's Up?,7.8,42,50 min,"Comedy, Drama, Music","Ju-hwan Lim, Lim Ju-Eun, Daesung Kang, Jang Hie-jin"
"Ninja Cat, Ichi Ni San!",-,-,-,Animation,-
Unstoppable Marriage,8.5,15,-,"Comedy, Romance","Sooyoung Choi, Yuri Kwon, Lee Jae Jin, Kim Su-Mi"
Hoo-yoo-jeung,6.4,39,-,"Action, Drama, Thriller","Dong-jun Kim, Kim Min-Suk, Ji-Seon, Geun-Hyeong Kim"
Behind the White Tower,7.8,9,60 min,Drama,"Myung-Min Kim, In-Pyo Cha, Lee Sun-Kyun"
Bing Goo,7,31,65 min,Drama,-
Single Wife,5.5,7,-,"Comedy, Romance","Sung Hyuk, Hee-Sung Kwak, Yu-na Seo, Hyun-kyung Uhm"
Sister's Slam Dunk,8.3,35,80 min,Reality-TV,"Kim Sook, Jin Kyeong Hong, Jessi, Mi-ran Ra"
Assorted Gems,8.2,29,60 min,"Family, Romance","Yi-hyeon So, Lee Hyun-Jin, Il-min Lee, Se-Jung Kang"
BASToF Syndrome,4.5,16,-,Animation,"Greg Ayres, Cynthia Martinez, Chris Patton, Kira Vincent-Davis"
Birth Secret,6.2,14,-,"Comedy, Drama, Romance","So Won Kal, Kim So-Hyun, Yu-ri Sung, Joon-Sang Yoo"
Glorious Day,6.9,23,-,"Drama, Romance","Park Se-young, Hwang Woo-seul-hye, Sang-woo Lee, Moon-hee Na"
The Beet Party,6.3,17,2 min,Animation,"Julie Lemieux, Rob Tinkler"
Seoul 1945,6.9,8,-,Drama,"Go Gyu-pil, Eun-jeong Han, Yo-seob Hong, Hang-Seon Jang"
Guardians of the Power Masks,6.4,7,-,Animation,"Kira Tozer, Jordan Waunch"
Num Noms Snackables,3.6,7,-,Animation,-
Phoenix 2020,-,-,-,"Drama, Romance",-
The Full Sun,7.5,75,-,"Drama, Romance","Yoon Kyesang, Ji-hye Han, Cho Jin-woong, Yoo-Ri Kim"
The Empress,-,-,53 min,History,-
Telecinema,7.7,24,-,Drama,"Jae-wook Ahn, In-Pyo Cha, Seung-Hyun Choi, Yi-jae Heo"
Roommates,-,-,-,Comedy,-
First Love Again,8,9,-,"Drama, Romance","Eun-sook Cho, Seo Ha, Ae-Yeon Jeong, Han-Yong Jeong"
Matchmaker's Lover,6.5,6,-,"Comedy, Romance","Kim Min-hee, Kim Ji-hoon, Hwang Bo-ra, Bo-yeon Kim"
Late Night Hospital,-,-,-,"Crime, Drama, Mystery",-
"Hello, Counselor",7.4,38,-,Talk-Show,"Hye-Rin Oh, Narsha, Soo-Ah Park, Seohyun"
The Flatterer,7.4,39,15 min,Drama,"Kwak Dong-yeon, Bo-ra Yoon, Lee Jae Jin"
Die Ketchup-Vampire,7.2,52,87 min,"Animation, Comedy, Family","Wolfgang Draeger, Marek Erhardt, Günther Jerschke, Hildegard Krekel"
The Reputable Family,-,-,60 min,Drama,-
Save the Family,-,-,-,"Drama, Family",-
Return of Bok Dan-Ji,5.8,9,-,"Drama, Mystery, Romance","Seong-Yeon Kang, Jason Nelson, Choi Dae-hoon, Na-hee Go"
Man Who Dies to Live,4.9,32,-,Drama,"Jasper Cho, Kim Byeong-Ok, Seung-eon Hwang, So-yeon Lee"
We Got Married Global Edition,7.3,19,-,"Reality-TV, Romance","Hee-chul Kim, Hsueh-Fu Kuo, Alissa Yagi, Key"
The Legendary Witch,7.6,40,55 min,"Drama, Romance","Ji-hye Han, Yeon-Soo Ha, Du-shim Ko, Hyun-Kyung Oh"
Under Nineteen,7.2,5,-,"Music, Reality-TV","Choiza, Gaeko, Solji Heo, Hyuk-jae Lee"
Snowman,5.8,6,57 min,"Drama, Romance","Kong Hyo-Jin, Rae-won Kim, Jae-Hyun Cho, Bit-na Wang"
On Air,7.6,20,-,Drama,"Song Yun-ah, Yong-ha Park, Sang-hun Choi, Ji-min Hong"
Music Bank,7.4,9,-,Music,"Soobin, Choi Ye-won, Jong-woo Kan, Jong-Wook Kan"
Life is Beautiful,-,-,65 min,Romance,-
Model,7.3,41,50 min,Drama,"Jang Dong-Gun, Jae-Suk Han, Nam-ju Kim, Jung-ah Yum"
Romance Blue,7.5,16,15 min,Romance,"Kim Ji An, Park Min Woo"
Unasked Family,7.4,11,-,Drama,"Yoon-So Choi, Ji Kyu Im, Na In-Woo, Seonwoo Jae-Deok"
Jungle Fish 1,8.4,20,55 min,-,"Park Bo-Young, Kim Soo-hyun"
Golden Disc Awards,8.6,13,350 min,Music,"BTS, Twice, Seventeen, Got7"
"My Love, Madame Butterfly",7.8,6,70 min,Romance,"Julia Lim, Soo-Yeon Cha, Min Choi, Yong Jang"
Explorers of the Human Body,8.3,16,40 min,"Documentary, Comedy","Ki-bum Kim, Ryeo-wook Kim, Dong-hae Lee, Hyuk-jae Lee"
Byeoljubu hero,4.8,31,-,"Animation, Family","Mi-ja Lee, Mi-suk Jeong, Kwan-cheol Kim, Byeon-lak Choi"
Healing Camp,-,-,-,Talk-Show,-
Soulmate,7.1,46,65 min,"Comedy, Romance","Boom, Myung-Soo Park, Kyeong-seok Seo, Phillip Choi"
Reset,7.2,45,60 min,"Crime, Drama","Jeong-myeong Cheon, Kim So-Hyun, Eun-Jeong Sin, Park Won-Sang"
Pung-un,-,-,-,Drama,-
Sunny Days,8.1,22,30 min,Drama,"Seung-hee Baek, Yoon Bok-in, Wan-Jung Choi, Seung-Ri Ha"
Dal Ja's Spring,7.7,88,70 min,"Comedy, Drama, Romance","Rim Chae, Kim Jae-Wook, Yong-woo Kil, Na-woon Kim"
Home for Summer,7.1,9,-,Drama,"Yee-Yeon Jung, Sa-Kwon Kim, Chae-yeong Lee, Young-eun Lee"
Pink Lipstick,7,12,-,"Drama, Romance","Eun-hye Park, Yu-jeong Seo, Il-woo Nam, Ju-hyeon Lee"
Immortal Songs: Singing the Legend,-,-,95 min,"Music, Musical",-
Coma,7,54,-,Horror,"Se-eun Lee, So-Yean Bae, Su-yeon Cha, Jung-Ha Cheon"
Secret Agent Miss Oh,6.7,16,70 min,Romance,"Hyun Woo, Kim Sang Kyung, Lee Soo Kyung"
All About My Family,4.8,9,-,Drama,"Se-Jung Kang, Jong-Won Lee, Joon-Ha Lee, So-yeon Lee"
Golden Cross,7.3,40,-,Drama,"Bo-seok Jeong, Ha-eun Jung, Kang-woo Kim, Lee Si-young"
Criminal Justice,-,-,-,"Crime, Drama",-
Mother's Sea,7.1,7,60 min,Drama,"Min-su Choi, Young Jae Dok-Go, Hyun-Jung Go, Kim Jung Gook"
After School: Lucky or Not,6.8,45,50 min,Comedy,"Myoung Gong, Tae-oh Kang, Seo Kang-Joon, Kim So-eun"
Precious Family,8.1,7,60 min,"Drama, Family","Eun-hee Bang, Lee Dong-Wook, Kim Hae-sook, Kim Hee-ae"
Best Chicken,6.4,34,-,Drama,"Sun-Ho Park, So-hye Kim, Joo Woo Jae, Na In-Woo"
Fermentation Family,8.1,62,-,"Drama, Romance","Il-guk Song, Jin-hee Park, Jae-Sung Choi, Kang Shin-il"
Lipstick Prince,-,-,-,Comedy,-
Armored Saurus,-,-,-,Action,-
Uiga hyeongje,7.3,46,50 min,Drama,"Chang-min Son, Jang Dong-Gun, Lee Yeong-ae, Joo-ri Shin"
The Shining Eun-Soo,6.5,9,-,Drama,"Seul-Ki Bae, Dong-jun Kim, Jong-nam Lee, Joon-Young Lee"
Mysterious Personal Shopper,7.7,15,-,Drama,"Noo-Ri Bae, Myeong-Gil Choi, Sang-jin Han, Yi-Hyun Jo"
Her Lovely Heels,6.4,79,15 min,Romance,"Seung-Yeon Han, Jong-Hyun Hong, Park Jin-Joo, Yeon-joo Jung"
Bird That Doesn't Cry,-,-,50 min,"Drama, Romance",-
Asphalt My Hometown,8.2,5,-,Drama,"Lee Byung-hun, Yeong-suk Jeong, Hye-seon Kim, Yeong-ae Kim"
Melon Music Awards,7.6,5,240 min,Music,"BTS, Ji-eun Lee, Gfriend, Beast"
The Great Merchant,6.8,15,-,"Drama, History","Jae-Sung Choi, So Young Choo, Park Soon Chun, Ji-han Do"
Doppelganger,-,-,60 min,Thriller,-
Spring Must Be Coming,7.9,46,35 min,"Drama, Fantasy","Yu-ri Lee, Ji-won Uhm, Carson Allen, Joel Roberts"
Let's Look at the Sunset Holding Hands,4.4,14,-,Drama,"Hye-jin Han, Yoo In-young, Yoon Sang-Hyun, Kim Tae-hoon"
Delicious Love,-,-,16 min,"Comedy, Romance",-
Give Love Away,8,10,-,"Drama, Romance","Go Eun-i, Hwa-yeon Cha, Jung-woo Choi, Su-rin Choi"
Onli yoo,7.3,33,60 min,Romance,"Chae-Young Han, Hyeon-jae Jo, Soo-Hyun Hong, Cheon-hee Lee"
Show Me the Money 6,-,-,-,"Game-Show, Music, Reality-TV",-
Love Is Drop by Drop,-,-,-,"Drama, Romance",-
Survival Audition K-pop Star,-,-,80 min,"Documentary, Game-Show, Music",-
The Great First Wives,-,-,-,"Drama, Romance",-
The Running Mates: Human Rights,7.9,14,-,Drama,"Gwi-hwa Choi, Hyun-Sung Jang, Lee Joo-woo, Kim Joo-Young"
Amoreupati,5.3,7,35 min,"Drama, Romance","Jae-mo Ahn, Seul-Ki Bae, Jung-Yoon Choi, Hyung-Joon Park"
My Son-In-Law's Woman,6.7,10,40 min,Drama,"Park Soon Chun, Jeong-hee Jang, Seung-jo Jang, Kyung Ho Jung"
Tempted Again,7.7,66,55 min,Drama,"Woo Seo, Pierre Deporte, Bon-im Goo, Robert Holley"
Someday,8.1,19,-,Drama,"Miles Meili, Bae Doona, Min-Joon Kim, Yun-a Oh"
The Birth of a Family,-,-,-,"Drama, Romance",-
Real Men,-,-,60 min,Reality-TV,-
Dreamkix,7.7,27,22 min,"Animation, Comedy, Sport","Cathy Weseluck, Brad Swaile, Tabitha St. Germain, Kelly Metzger"
Nae saeng-ae ma-ji-mak seu-kaen-deul,7.6,52,-,"Drama, Romance","Jeong-su Byeon, Jin-shil Choi, Jun-ho Jeong, Jeong Woong-in"
Strong Heart,7.7,7,83 min,Talk-Show,"Ho-Dong Kang, Ha-Ra Goo, Soo-Ah Park, Seung-Hyun Lee"
You're So Pretty,-,-,35 min,Drama,-
Lee Min Ho,7.9,16,5 min,-,-
Surgeon Bong Dal-hee,7.4,26,-,Drama,"Yo-won Lee, Beom-su Lee, Min-Joon Kim, Yun-a Oh"
"I'm a Mother, Too",-,-,-,Drama,-
There She Is,7.4,61,-,Animation,-
You Are the Only One,6.2,6,-,"Comedy, Drama, Romance","Chae-Ah Han, Yu-Yi Han, Sung Hyuk, Han-Yong Jeong"
Matching! Boys Archery,7.2,9,17 min,"Comedy, Romance, Sport","Cheol-min Baek, Jo Jae-yoon, Seo Ji-Hoon, Chang-hwan Kim"
The Secret of My Love,6.5,7,35 min,"Drama, Family","Chang-ui Song, Da-hyun Kim, Jung-ah Park, Se-Jung Kang"
Melody of Love,7.8,13,-,"Comedy, Romance","Kim Dasom, Sung-Hyun Baek, Sun-Hee Hwang, Hyung-joon Kim"
All My Love,7.1,8,24 min,Comedy,"Kim Young-ok, Kim Kap-su, Jin Yi-Han, Woo-jin Yeon"
Wife returns,-,-,40 min,Drama,-
Allblanc,-,-,-,-,-
Bulranggajuc,7.4,66,60 min,"Comedy, Drama","Woon-gye Yeo, Nam-kil Kang, Bo-ra Geum, Kyu-chul Kim"
A Wife's Credentials,8,14,67 min,Romance,"Kim Hee-ae, Han-Na Lee, Julia Lim"
Noonbory and the Super 7,7.2,24,22 min,Animation,"Markian Tarasiuk, Steed Crandell, Rodrigo Beilfuss, Brent Hirose"
Armor Hero Hunter God Brain Crisis,-,-,-,Action,-
Saranghandamyeon ideulcheoleom,6.5,39,-,Drama,"Hyo-ri Lee, Dong-geon Lee, Jun-ho Jeong, Tae-gyu Bong"
Boy vs. Animals,-,-,-,"Animation, Comedy",-
Gag Concert,8.7,8,-,Comedy,"Sam Hammington, Daniel Joey Albright, Yun Ho Jung, Hyun Jung Lee"
Leobing Yu,-,-,-,"Drama, Romance",-
Can Love Become Money?,6.7,24,-,"Comedy, Romance","Jeong-hun Yeon, Ji-won Uhm, Bit-na Wang, Yeon Woo Jo"
Who Are You?,7.3,44,60 min,"Comedy, Drama","Yoon Kyesang, Go Ara, Nam-kil Kang, Jin Yi-Han"
Hooray for Love,7.9,10,70 min,Romance,"Chong-ok Bae, Lee Bo-young, Tae-Sung Lee, Jin Yi-Han"
Bong Soon: A Cyborg in Love,5.7,7,-,Drama,-
Action Dad,7.6,19,22 min,Animation,"Chelan Simmons, Lee Tockar, Michael Donovan, Ashleigh Ball"
Beautiful You,-,-,-,Drama,-
A Happy Woman,-,-,60 min,"Drama, Romance",-
Ad Genius Lee Tae Baek,5.9,36,-,"Comedy, Drama, Romance","Jin Goo, Ha-seon Park, Hyeon-jae Jo, Eun-hee Bang"
Traces of the Hand,5.4,10,7 min,Drama,"Sin Jae-ha, Hwa-young Ryu"
Secretly greatly,-,-,60 min,Reality-TV,-
Night After Night,7.4,27,70 min,"Action, Adventure, Comedy","Kim Seon-a, Dong-geon Lee, Ju-hyeon Lee, Jeong-hwa Kim"
A Daughter Just Like You,7.3,15,35 min,Drama,"Jung Bo-Suk, Lee Byung-Joon, Park Hae-mi, Woo Hee-Jin"
Wi-poong-dang-dang Geu-nyeo,7.8,26,60 min,"Comedy, Romance","Bae Doona, Kim Yu-Mi, Dong-won Gang, Kim Hae-sook"
Romance Town,6.2,14,60 min,Romance,"Hyo-jeong Ban, Lee Jeong-kil, Jin-mo Joo, Jae-yong Lee"
Kokyo Sang Ilgi,-,-,-,Family,-
Love Again,5.7,7,63 min,Romance,"Kim So-Hyun, Kim Ji-Soo, No-min Jeon, Yoon Ye-hee"
Bi Chun Mu: Dance with Sword,8.2,7,-,"Action, Drama, Fantasy","Jin-mo Joo, Ji-yoon Park, Ya'nan Wang"
Tomorrow Love,-,-,-,Romance,-
Heart Is Beating,-,-,65 min,Reality-TV,-
Three Guys and Three Girls,-,-,-,"Comedy, Drama, Romance",-
Roebisute,7.1,47,60 min,Thriller,"Choe Min, Il-guk Song, Jin-young Jang, Da-Hyeon Kim"
My Love by My Side,7.4,7,65 min,"Drama, Romance","Jae-Sung Choi, Hye-bin Jeon, Moon Ji-In, Hye-sun Jung"
Person Who Gives Happiness,7.1,9,-,"Drama, Romance","Ga Deuk-hee, Yeon-joo Ha, Ha-yul Lee, Yun-ji Lee"
Mischievous Detectives,5.7,12,9 min,Comedy,"Hyeong-Seob Ahn, Eun-Jung Heo, Nam-joo Kim, Soo-min Lee"
Mother's Garden,-,-,35 min,Drama,-
Jung Hae In's Travel Log,-,-,-,Reality-TV,-
Sweet Enemy,-,-,-,Drama,-
Love Letter,7.1,48,60 min,Drama,"Su-hyeon Seong, Yoo Seung-ho, Soo Ae, Son Hyeon-ju"
Popcorn,7.4,6,-,Drama,"Song Seung-heon, Gyu-ri Kim, Jung Joon, Kim-Yoon Kyung"
Your Neighbor's Wife,6.4,6,59 min,Romance,"Han-Na Lee, Jun-ho Jeong, Yu-seok Kim, Eun-Kyung Shin"
Dr. Champ,7,29,-,"Drama, Romance, Sport","Ye-ryeon Cha, Gyu-Woon Jung, Kim So-yeon, Ma Dong Suk"
Prince's Prince,6.4,16,10 min,"Comedy, Drama","Jung-Hun Choe, Yoon Ho Im, Yuna"
Grandpas Over Flowers Investigation Team,7.4,34,60 min,"Comedy, Crime, Drama","Hee-chul Kim, Soon-jae Lee, Byun Hee-Bong, Jang Gwang"
Missing Korea,6.4,22,10 min,Romance,"Eun-Seol Ha, Lee Ji Hyun, Park Sandara"
White Lies,8,5,40 min,"Drama, Romance","Eun-Kyung Shin, Kim Hae-sook, Yu-seok Kim, Tae-Hyun Jin"
A Tale of Two Sisters,-,-,-,Drama,-
Smile Again,6.9,24,-,"Drama, Romance, Sport","Lee Jin-Wook, Dong-geon Lee, Kim Hee-seon, Yun Se-ah"
Scent of a Man,-,-,55 min,"Action, Drama, Romance",-
Seoul ui dal,7.2,27,-,"Comedy, Crime, Drama","Han Suk-kyu, Shi-ra Chae, Choi Min-sik"
Princess Pring,-,-,-,Animation,-
Syndrome,7.5,14,-,"Drama, Romance","Hye-jin Han, Ok-Dam Baek, Jae-Hyun Cho, Eom Hyo-Seob"
Style,6.1,34,22 min,Romance,"Kim Hye-su, Ryu Si-Won, Ji-Ah Lee, Yong Woo Lee"
18 vs 29,7.3,20,65 min,"Comedy, Drama, Romance","Si Won Choi, Ahn Nae-sang, Soo-young Ryu, Han-wi Lee"
Look Back in Anger,-,-,-,Drama,-
High School Rapper 4,-,-,-,Reality-TV,-
Capital Scandal,8.1,78,-,"Comedy, Drama, Romance","Ji-Hwan Kang, Han Ji-min, Jin Ryu, Go Eun Han"
Pri Para,8.1,32,-,"Animation, Comedy, Drama","Amy Lyndon, Valerie Rose Lohman, Lisle Wilkerson, Frank Gerrish"
Witch's Castle,-,-,-,"Drama, Romance",-
Duet Song Festival,-,-,90 min,Music,-
Come Back Sunae,-,-,-,Drama,-
Invincible Youth,8.5,50,-,Reality-TV,"Kim Shinyoung, Sunny, Sun Hwa Han, Hyomin"
Hidden Singer,6.4,16,70 min,Game-Show,-
A High School Student's Diary,-,-,-,Family,-
Remarriage & Desires,-,-,-,Drama,-
"Please Come Back, Soon-ae",7.6,7,22 min,"Drama, Romance","Ji-hyun Hwang, Shim Hye-jin, Jae-sun Jeong, Hyeong-beom Kim"
Daily Home Training,-,-,-,"Short, Sport",-
NCT Life: DREAM in Wonderland,-,-,-,Reality-TV,-
Big Forest,6.4,6,-,Drama,"Hee-Seo Choi, Su-hee Go, Jeon Gook-hwan, Sang-Hoon Jung"
My Little Television,-,-,85 min,"Game-Show, Reality-TV",-
Girls' Generation and the Dangerous Boys,8.4,29,-,Reality-TV,"Im Yoon-ah, Park Kyung Gyu, Kim Seong Hwan, Kim Hui Hoon"
I Live in Cheongdam-dong,7.5,8,60 min,Drama,"Kim Hye Ja, Ji-eun Oh, Lee Sang-Yeob, Hyun Woo"
She is Nineteen,6.2,5,65 min,"Comedy, Romance","Jeong-min Heo, Yo-seob Hong, Seo Ji-hye, Da-bin Jung"
The Facetale: Cinderia,4.6,5,6 min,Romance,"Shin Suk Chul, Lee Joo Yeon"
Mom's Dead Upset,-,-,-,Drama,-
Queen of the Scene,-,-,-,Drama,-
All Kinds of Daughters-in-Law,7.8,13,-,"Drama, Romance","Hahm Eun-Jung, Lee Joo-yeon, Jung-woo Choi, Hee-kyung Moon"
You Are a Gift,-,-,-,Drama,-
Masked Prosecutor,6.4,58,-,"Action, Comedy","Sang-uk Joo, Kim Seon-a, Ki-joon Uhm, Jung Ae-ri"
Enemies from the Past,6,6,-,Drama,"Yoon-young Choi, Gu Won, Jae-mo Ahn, Na-Yeon Ko"
Gangnam Scandal,6.1,12,-,Drama,"Eun-hee Bang, Seo Do Young, Bo-Mi Hwang, Yoon Ho Im"
The Return of Hwang Geum-Bok,7.9,11,-,"Drama, Romance","Shim Hye-jin, Seonwoo Jae-Deok, Mi-seon Jeon, No-min Jeon"
The Family Is Coming,6.5,14,-,"Comedy, Drama, Romance","Seung-hui Hong, Hye-Kyeong Ahn, Hak-Yeon Cha, Hwang Chae-won"
Longing for Spring,6.1,7,16 min,"Comedy, Romance","Yoo Se Hyung, Won-geun Lee, Ji-eun Song"
Daddy Fish,-,-,-,Drama,-
Oh Nino,-,-,-,-,-
Into the Flames,8.5,12,-,Drama,"Cheol-ho Choi, Young Jae Dok-Go, In-hye Lee, Jerina Son"
You're My Favorite,-,-,-,"Drama, Romance",-
Here Comes Love,-,-,-,Drama,-
Hutos,-,-,-,Animation,-
2016 SBS K Pop Awards,-,-,120 min,-,-
Ready Go!,6.1,10,-,Romance,"Won Bin, Jang Dong-Gun, Tae-Hyun Cha, Kim Hyun-joo"
Mom,7.4,9,-,Drama,"Hwa-yeon Cha, Ye-Seul Choi, Soo-Hyun Hong, Seo-hee Jang"
The Unusual Family,7,6,35 min,Drama,"Hyo-jeong Ban, Gil Eun Hye, Seonwoo Jae-Deok, Mi-seon Jeon"
YoungJay,-,-,-,Documentary,-
Semi and the Magic Cube,-,-,13 min,"Animation, Adventure, Comedy",-
Kang's Kitchen,8.3,55,-,Reality-TV,"Ji-won Eun, Ahn Jae-Hyun, Ho-Dong Kang, Soo Geun Lee"
Obeo deo reinbou,6.8,35,60 min,"Drama, Music, Romance","Hyun-tak Shin, Hyun-Woo Ji, Seo Ji-hye, Hwan-hee"
A Prince's First Love,6.1,56,60 min,Drama,"Yu-ri Sung, Tae-Hyun Cha, Nam-jin Kim, Jennifer Lee"
She Is Wow,6.8,14,-,-,"Sun-yeong Ahn, Jung-woo Choi, Jeong-su Han, Jo Han-chul"
S.O.S. Croco!,6.8,24,-,Animation,"Benoît Allemane, Daniel Beretta, Roger Carel, Valérie de Vulpian"
Apgujeong Midnight Sun,-,-,35 min,"Drama, Romance",-
We Play,-,-,70 min,Game-Show,-
Two Yoo Project - Sugar Man,7.8,5,-,Music,"You Hee-Yeol, Eana Kim, Na Rae Park, Sandara Park"
Love on a Rooftop,7,7,-,"Drama, Romance","Ahn Nae-sang, Im She-mi, Sora Jung, Park Jin-Woo"
Hot Blood,6.7,6,-,Drama,"Soo-Yeon Cha, Jeong-an Chae, Cheol-ho Choi, Jung Dong-hwan"
Godok,7.2,5,60 min,Drama,"Yo-seob Hong, Hyeon Ju, Jee-Young Kim, Mi-sook Lee"
A Style for You,7.1,7,52 min,Reality-TV,"Hee-chul Kim, Hee-Yeon Ahn, Ha-Ra Goo, Bo-ra Yoon"
Tuoi Thanh Xuan,7.3,7,-,Drama,"Le Hong Dang, Tae-oh Kang, Tran Thi Nha Phuong, Hae Sun Shin"
Crazy in Love,7.6,19,60 min,"Drama, Romance","Go Gyu-pil, Jeong Gyu-Su, Eun-chan Jung, Jong-Hyuk Lee"
Harvest Villa,7.7,6,-,-,"Yun-shik Baek, Lee Bo-young, Kim Chang-wan, Mi-ryeong Cho"
Great Inheritance,7.2,6,-,Romance,"Byun Hee-Bong, Hyun-Sung Jang, Kim Ji-hoon, Han Ji-min"
In Still Green Days,-,-,-,"Drama, Romance",-
Romantic Comedy Drama Specials Part 1,-,-,65 min,-,-
Jang-mit-bit In-saeng,8.3,11,-,Drama,"Jin-shil Choi, Son Hyeon-ju, Dong-jik Jang, Tae-ran Lee"
Hong Kong Express,-,-,-,Drama,-
Marriage Cuisine,8.3,87,45 min,"Comedy, Drama","Johan Karlberg, Yalin Gao, Zhiwen Yang, Anlian Yao"
"Run, Jang-Mi",6.7,7,-,"Drama, Romance","Kwon Soo-Hyeon, Young-Ah Lee, Joo-Hee Yoon, Joo-Won Ko"
The Bathhouse People,-,-,45 min,"Comedy, Drama",-
